date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,sentiment,sales
2024-04-01,43,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.54,3.45,610,True,False,Sunny,,2104.5
2024-04-02,32,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,36.38,72.48,90,False,False,Cloudy,,6523.200000000001
2024-04-02,27,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.58,3.57,124,False,False,Rainy,,442.68
2024-04-02,21,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,23.35,46.67,181,False,False,Cloudy,,8447.27
2024-04-02,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.63,1.76,852,True,False,Sunny,,1499.52
2024-04-02,37,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.3,2.43,1159,True,False,Sunny,,2816.3700000000003
2024-04-02,3,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.98,8.66,154,False,False,Sunny,,1333.64
2024-04-02,39,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.2,4.89,269,False,False,Sunny,,1315.4099999999999
2024-04-02,43,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,24.28,30.81,183,True,False,Cloudy,,5638.23
2024-04-02,32,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,29.91,54.6,289,False,False,Rainy,,15779.4
2024-04-02,7,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.63,3.24,1000,True,False,Rainy,,3240.0
2024-04-02,38,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,38.4,57.93,62,False,False,Sunny,,3591.66
2024-04-02,19,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,12.65,19.82,218,False,False,Sunny,,4320.76
2024-04-02,34,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,13.23,23.22,152,False,False,Cloudy,,3529.4399999999996
2024-04-02,29,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.56,9.51,406,False,False,Sunny,,3861.06
2024-04-02,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,9.92,16.91,299,False,False,Sunny,,5056.09
2024-04-02,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.55,31.97,113,False,False,Rainy,,3612.6099999999997
2024-04-02,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.81,7.91,200,False,False,Sunny,,1582.0
2024-04-02,29,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.98,7.99,401,False,False,Sunny,,3203.9900000000002
2024-04-02,37,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.61,21.63,9,False,False,Rainy,,194.67
2024-04-02,17,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.59,4.46,487,True,False,Cloudy,,2172.02
2024-04-02,37,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.58,15.83,69,False,False,Sunny,,1092.27
2024-04-02,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.06,22.22,145,False,False,Cloudy,,3221.8999999999996
2024-04-02,1,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.35,7.0,404,False,False,Sunny,,2828.0
2024-04-02,41,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.97,17.95,58,False,False,Sunny,,1041.1
2024-04-02,34,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.73,3.03,1131,True,False,Sunny,,3426.93
2024-04-02,24,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,14.16,16.07,457,True,False,Cloudy,,7343.99
2024-04-02,21,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.79,2.94,1021,True,False,Sunny,,3001.74
2024-04-02,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.81,14.21,290,False,False,Rainy,,4120.900000000001
2024-04-02,24,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.22,15.45,231,False,False,Sunny,,3568.95
2024-04-02,39,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.48,20.29,0,False,False,Rainy,,0.0
2024-04-02,40,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,18.74,30.14,212,False,False,Rainy,,6389.68
2024-04-02,3,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.7,32.72,186,True,False,Cloudy,,6085.92
2024-04-02,48,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.69,10.45,226,False,False,Sunny,,2361.7
2024-04-03,48,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.36,11.24,403,False,False,Sunny,,4529.72
2024-04-03,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.07,27.99,163,False,False,Sunny,,4562.37
2024-04-03,12,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.64,11.3,34,False,False,Cloudy,,384.20000000000005
2024-04-03,25,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.54,15.09,331,False,False,Cloudy,,4994.79
2024-04-03,28,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.35,10.13,78,False,False,Rainy,,790.1400000000001
2024-04-03,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.41,9.77,364,False,False,Rainy,,3556.2799999999997
2024-04-03,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,13.3,18.51,224,False,False,Sunny,,4146.240000000001
2024-04-03,33,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.53,9.37,160,False,False,Cloudy,,1499.1999999999998
2024-04-03,24,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.21,12.06,453,False,False,Sunny,,5463.18
2024-04-03,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,12.64,15.56,255,False,False,Sunny,,3967.8
2024-04-03,24,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.77,3.1,1066,True,False,Sunny,,3304.6
2024-04-03,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.75,25.65,0,False,False,Cloudy,,0.0
2024-04-03,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.83,10.93,207,False,False,Rainy,,2262.5099999999998
2024-04-03,48,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.48,12.61,284,False,False,Sunny,,3581.24
2024-04-03,8,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.47,19.52,214,False,False,Sunny,,4177.28
2024-04-03,11,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.49,5.6,311,False,False,Cloudy,,1741.6
2024-04-03,17,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.45,7.15,317,False,False,Sunny,,2266.55
2024-04-03,48,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.03,13.21,49,False,False,Sunny,,647.2900000000001
2024-04-03,42,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,14.03,16.05,370,False,True,Sunny,,5938.5
2024-04-03,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.02,16.63,152,False,False,Sunny,,2527.7599999999998
2024-04-03,13,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,20.56,34.48,91,False,False,Sunny,,3137.68
2024-04-03,46,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,2.92,5.68,168,False,False,Sunny,,954.24
2024-04-03,19,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.87,3.92,340,False,False,Sunny,,1332.8
2024-04-03,12,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.61,19.31,104,False,False,Sunny,,2008.2399999999998
2024-04-03,44,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.24,1.81,556,True,False,Rainy,,1006.36
2024-04-03,2,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,2.01,2.77,149,False,False,Cloudy,,412.73
2024-04-03,33,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,34.22,49.86,25,False,False,Sunny,,1246.5
2024-04-03,8,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,25.75,52.64,90,False,False,Sunny,,4737.6
2024-04-03,12,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,24.52,32.08,134,False,False,Cloudy,,4298.719999999999
2024-04-03,13,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.75,2.88,156,False,False,Cloudy,,449.28
2024-04-03,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.63,10.38,230,False,False,Sunny,,2387.4
2024-04-03,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.05,13.51,228,False,False,Sunny,,3080.2799999999997
2024-04-03,25,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,43.62,46.93,264,True,False,Cloudy,,12389.52
2024-04-03,42,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.99,19.42,186,False,False,Cloudy,,3612.1200000000003
2024-04-03,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.77,29.51,0,False,False,Sunny,,0.0
2024-04-03,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,34.71,59.42,163,False,False,Sunny,,9685.460000000001
2024-04-04,19,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.84,4.4,447,False,False,Sunny,,1966.8000000000002
2024-04-04,32,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,47.91,77.35,75,False,False,Sunny,,5801.25
2024-04-04,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.94,8.57,157,False,False,Cloudy,,1345.49
2024-04-04,37,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.55,17.68,115,False,False,Sunny,,2033.2
2024-04-04,9,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,32.94,51.58,0,False,False,Sunny,,0.0
2024-04-04,9,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.98,3.51,490,False,False,Rainy,,1719.8999999999999
2024-04-04,12,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.46,4.51,311,False,False,Cloudy,,1402.61
2024-04-04,45,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.65,2.97,440,False,False,Cloudy,,1306.8000000000002
2024-04-04,20,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.08,6.04,176,False,False,Cloudy,,1063.04
2024-04-04,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.15,9.76,299,False,False,Sunny,,2918.24
2024-04-04,6,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.16,29.9,101,False,False,Cloudy,,3019.8999999999996
2024-04-04,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.78,2.15,296,False,False,Sunny,,636.4
2024-04-04,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.08,12.17,487,False,False,Sunny,,5926.79
2024-04-04,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.41,8.42,258,False,False,Cloudy,,2172.36
2024-04-04,21,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.89,11.55,193,False,True,Sunny,,2229.15
2024-04-04,2,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.86,2.42,246,False,False,Sunny,,595.3199999999999
2024-04-04,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.93,9.41,405,True,False,Sunny,,3811.05
2024-04-04,33,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.08,3.33,314,False,False,Rainy,,1045.6200000000001
2024-04-04,47,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.26,2.7,458,False,False,Cloudy,,1236.6000000000001
2024-04-04,47,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.13,2.11,1352,True,False,Sunny,,2852.72
2024-04-05,2,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.76,1.97,847,True,False,Sunny,,1668.59
2024-04-05,33,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.68,4.71,509,False,False,Sunny,,2397.39
2024-04-05,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.65,3.04,170,False,False,Cloudy,,516.8
2024-04-05,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.95,25.22,91,False,False,Sunny,,2295.02
2024-04-05,21,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,8.77,23.08,0,False,False,Cloudy,,0.0
2024-04-05,47,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.49,7.38,9,False,False,Sunny,,66.42
2024-04-05,43,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,23.79,60.62,56,False,False,Sunny,,3394.72
2024-04-05,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,8.9,17.35,68,False,False,Cloudy,,1179.8000000000002
2024-04-05,33,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.43,13.61,0,True,False,Cloudy,,0.0
2024-04-05,34,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,13.35,22.33,109,False,False,Cloudy,,2433.97
2024-04-05,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.59,29.17,74,False,False,Rainy,,2158.58
2024-04-05,21,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.44,7.48,69,False,False,Cloudy,,516.12
2024-04-05,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.96,7.78,349,False,False,Sunny,,2715.2200000000003
2024-04-05,12,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,9.39,5.98,578,True,False,Sunny,,3456.44
2024-04-05,33,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,32.77,51.02,43,False,False,Sunny,,2193.86
2024-04-05,39,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.33,23.98,54,False,False,Sunny,,1294.92
2024-04-05,21,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.98,2.72,859,True,False,Cloudy,,2336.48
2024-04-05,45,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.19,9.45,328,False,False,Sunny,,3099.6
2024-04-05,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.63,1.86,773,True,False,Sunny,,1437.78
2024-04-05,26,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.69,3.87,510,True,True,Rainy,,1973.7
2024-04-05,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.91,2.87,339,False,False,Sunny,,972.9300000000001
2024-04-05,9,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.94,9.52,197,False,False,Sunny,,1875.4399999999998
2024-04-05,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,18.13,19.52,300,False,True,Sunny,,5856.0
2024-04-05,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.7,10.76,384,False,False,Sunny,,4131.84
2024-04-05,6,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.28,8.13,225,False,False,Sunny,,1829.2500000000002
2024-04-05,19,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.14,11.98,131,False,False,Cloudy,,1569.38
2024-04-05,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,40.78,43.74,172,True,False,Sunny,,7523.280000000001
2024-04-05,34,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.55,13.01,127,False,False,Sunny,,1652.27
2024-04-06,43,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,21.8,46.49,54,False,False,Sunny,,2510.46
2024-04-06,4,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,25.98,33.47,132,False,False,Sunny,,4418.04
2024-04-06,21,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.05,60.43,110,False,False,Sunny,,6647.3
2024-04-06,24,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,13.1,22.09,206,False,False,Sunny,,4550.54
2024-04-06,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.81,29.28,39,False,False,Rainy,,1141.92
2024-04-06,41,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.35,7.34,316,False,False,Cloudy,,2319.44
2024-04-06,34,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.69,9.38,311,False,False,Sunny,,2917.1800000000003
2024-04-06,32,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,16.35,24.01,329,False,False,Sunny,,7899.290000000001
2024-04-06,7,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.51,3.42,806,True,False,Sunny,,2756.52
2024-04-06,42,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,41.87,66.99,206,False,True,Sunny,,13799.939999999999
2024-04-06,3,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,33.46,36.84,307,False,False,Cloudy,,11309.880000000001
2024-04-06,8,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.95,9.3,348,False,False,Sunny,,3236.4
2024-04-06,43,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.86,4.77,728,True,False,Sunny,,3472.5599999999995
2024-04-06,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.03,21.77,172,True,False,Sunny,,3744.44
2024-04-06,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.14,23.09,200,False,False,Sunny,,4618.0
2024-04-06,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.15,4.58,603,True,False,Cloudy,,2761.7400000000002
2024-04-06,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.21,27.65,93,False,False,Sunny,,2571.45
2024-04-06,45,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.06,12.72,381,True,False,Rainy,,4846.320000000001
2024-04-06,5,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,25.33,37.85,176,False,False,Sunny,,6661.6
2024-04-06,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.74,13.36,509,False,False,Cloudy,,6800.24
2024-04-06,34,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.06,9.98,346,False,False,Cloudy,,3453.08
2024-04-06,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.47,26.97,196,False,False,Sunny,,5286.12
2024-04-06,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.22,7.49,607,False,False,Cloudy,,4546.43
2024-04-06,30,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,28.83,29.92,320,False,False,Rainy,,9574.400000000001
2024-04-06,20,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.14,3.8,633,False,False,Cloudy,,2405.4
2024-04-07,13,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.99,2.73,830,False,False,Sunny,,2265.9
2024-04-07,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.06,10.07,285,False,False,Sunny,,2869.9500000000003
2024-04-07,26,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.32,6.81,361,False,False,Cloudy,,2458.41
2024-04-07,43,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.49,14.96,188,True,False,Cloudy,,2812.48
2024-04-07,46,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.45,5.74,433,False,False,Sunny,,2485.42
2024-04-07,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.25,7.64,595,False,False,Sunny,,4545.8
2024-04-07,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.19,12.31,319,True,False,Sunny,,3926.8900000000003
2024-04-07,24,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.58,9.43,135,False,False,Cloudy,,1273.05
2024-04-07,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.61,9.29,477,False,False,Sunny,,4431.33
2024-04-07,5,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.52,19.52,0,False,False,Sunny,,0.0
2024-04-07,24,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.93,9.56,252,False,False,Cloudy,,2409.1200000000003
2024-04-07,47,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.3,2.65,609,False,False,Cloudy,,1613.85
2024-04-07,42,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,18.05,27.84,77,False,False,Sunny,,2143.68
2024-04-07,25,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,44.72,57.59,74,False,False,Sunny,,4261.66
2024-04-07,13,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.97,2.51,519,False,False,Rainy,,1302.6899999999998
2024-04-07,12,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,26.74,32.89,310,False,False,Rainy,,10195.9
2024-04-07,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.37,8.75,316,False,False,Cloudy,,2765.0
2024-04-07,8,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.54,10.07,223,False,False,Rainy,,2245.61
2024-04-07,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.83,10.65,654,True,False,Sunny,,6965.1
2024-04-08,49,Kopitiam,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,13.87,14.55,344,True,False,Sunny,,5005.2
2024-04-08,34,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.82,5.35,198,False,False,Rainy,,1059.3
2024-04-08,6,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,30.69,55.53,141,False,False,Cloudy,,7829.7300000000005
2024-04-08,23,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.66,9.57,135,False,False,Rainy,,1291.95
2024-04-08,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.69,19.77,180,True,False,Cloudy,,3558.6
2024-04-08,38,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.42,18.55,170,False,False,Sunny,,3153.5
